,기업명,대학,전공,채용시기,채용유형,직무명,학점,어학,자격증,수상,인턴,동아리,질문1,답변1,질문2,답변2
90,한국전력공사,지방4년,전자공학,2020년 상반기,신입,엔지니어링,3.5,{'토익': 860},0.0,0.0,0.0,0.0,"Q1.한국전력공사의 4가지 인재상(기업가형 인재, 통섭형 인재, 도전적 인재, 가치창조적 인재) 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 교육, 경험, 경력사항 등 구체적인 사례를 들어 기술하여 주십시오.보기","{'기업성': ['기업가형 인재', '도전적 인재', '한국전력공사의 인재상'], '태도': ['조직 운영을 위한 최선의 노력', '도전정신을 키우기 위한 노력', '조직의 이익을 위한 노력'], '핵심경험': ['동아리 회장 활동', '각종 행사 참여 및 회원 관리', '학과 학생회 임원 활동', '학생들을 위한 행사 기획 및 진행', '학과 실험실 연구보조원 활동', '교수님과 대학원생 선배 보조']}","Q2.최근 한국전력공사 또는 한국전력공사의 사업과 관련된 주요 이슈에 대해 한 가지를 언급하고, 그것에 대한 본인의 견해(문제의 원인, 개선방안 등 포함)를 기술하여 주십시오보기","{'기업성': ['빅데이터 활용한 전력 설비 유지보수', '고장률 및 비용 절감', '우수한 ICT 및 통신 기술', '미비한 센서 기술'], '태도': ['센서 개발 중요성 인식', '협업 필요성 강조', '안전성 확보 의지'], '핵심경험': ['각종 센서, 모듈, 소프트웨어 개발 필요성 언급', '데이터 센터 및 센서 접목 시험대 확대 필요성 언급', '현장 작업자 협업 필요성 언급']}"
91,한국전력공사,서울4년,경제학과,2020년 상반기,신입,기획/경영,4.06,"{'토익': 970, '토스': 'Level6'}",2.0,0.0,2.0,0.0,"Q1.한국전력공사의 4가지 인재상(통섭형 인재, 기업가형 인재, 가치창조형 인재, 도전적 인재) 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 교육, 경험, 경력사항 등 구체적인 사례를 들어 기술하여 주십시오.보기","{'기업성': ['기업가형 인재', '도전적 인재', '한국전력공사의 가치'], '태도': ['능동적인 자세', '책임 있는 동료', '새로운 도전 두려워하지 않음'], '핵심경험': ['공익재단 인턴 근무', '지출 내역 정리 업무 자청', '야근 경험', '한국 야담 콘텐츠 개발 프로젝트', '미완의 야담 선택 및 창작']}","Q2.한국전력공사에 지원하게 된 동기, 희망 직무를 선택한 이유 그리고 입사 후 어떤 업무를 하고 싶은지를 본인의 교육, 경험, 경력사항 등과 연계하여 구체적으로 기술하여 주십시오.보기","{'기업성': ['한국전력공사의 전력 공급 효율 향상', '차세대 SCADA 시스템 운영', '스마트 에너지시티사업 이끌기', '스마트한전, 파워 플래너 어플리케이션 출시'], '태도': ['대한민국의 새로운 에너지의 미래를 그리려는 의지', '고객의 요청에 귀 기울이는 자세', '적극적인 대응 및 협력'], '핵심경험': ['마을기업 경영지원 부서 인턴 경험', '식품분야 마을기업 지원 업무 보조', '마을기업 홍보 및 운영을 위한 교육 제공', '위생설비 설치 및 컨설팅 주선', '마을기업 경영환경 분석 및 니즈 파악']}"
92,한국전력공사,지방4년,법학과,2021년 하반기,신입,기획/경영,3.6,{'토익': 740},3.0,0.0,1.0,0.0,"Q1.한국전력공사의 4가지 인재상 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 가치관과 연계하여 교육사항, 경험/경력 등 구체적인 사례를 들어 기술하여 주십시오. (300~700자)보기","{'기업성': ['주인의식 강조', '고객 만족도 중요성', '신속한 민원 해결'], '태도': ['모든 구성원의 주인의식 필요성', '문제 해결을 위한 고민', '팀원 사기 증진을 위한 노력'], '핵심경험': ['한국전력공사 고객지원팀 사무 인턴으로 민원 만족도 조사 수행', '민원 분류 및 정리 후 담당 팀에 전달하여 신속한 민원 해결', '대형 웨딩홀 아르바이트 팀장으로 팀원 사기 저하 문제 해결', '시간별 매뉴얼 비치 및 중앙채널 무전기 배포로 업무 효율성 증대']}","Q2.한국전력공사에 지원하게 된 동기, 입사 후 희망하는 직무와 직무수행을 위한 역량개발(교육, 경험, 경력 등) 노력을 작성해 주십시오. 그리고, 최근 한국전력공사의 이슈 1가지에 대해 본인의 견해와 해당 이슈에 대해 본인이 기여할 수 있는 사항을 연계하여 구체적으로 기술하여 주십시오. (300~700자)보기","{'기업성': ['전력의 공급자 역할', '국민의 생활에 필수적인 공공재로서의 전력', '안정적인 전력 공급을 위한 사무직의 중요성', '전기요금 인상의 필요성', '산업통상자원부의 RPS 의무공급비율 상향', '한국전력공사의 재무건전성 문제'], '태도': ['다수의 사람에게 편의를 제공하는 직업관', '전력수급 안정화에 대한 책임감', '전문 지식을 고객의 언어로 전달하는 의지', '민원인 인식 개선을 위한 노력'], '핵심경험': ['한국전력공사 인턴 경험', '사무직무의 다양한 부서와 협력 이해', '업무의 종류와 흐름 파악을 위한 노력', '약관, 업무처리지침, 사내망 용어사전 활용']}"
93,한국전력공사,대학원,중국어교육전공,2021년 하반기,신입,기획/경영,4.16,"{'토익': 940, '오픽': 'AL'}",0.0,0.0,0.0,0.0,"Q1.한국전력공사의 4가지 인재상 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 가치관과 연계하여 교육사항, 경험/경력 등 구체적인 사례를 들어 기술하여 주십시오. 700보기","{'기업성': ['통섭형 인재', '민주적인 역량', '도전적 인재', '혁신적인 삶'], '태도': ['구성원 강점과 약점 고려', '의견 존중', '실패와 좌절 두려움 없음', '차별적인 주제 선택'], '핵심경험': ['중국 단기 어학연수', '중국어 역할 분배', '그룹 과제 1등', '500위안 상금 수상', '소논문 작성', '긍정적인 피드백 획득']}","Q2.한국전력공사에 지원하게 된 동기, 입사 후 희망하는 직무와 직무수행을 위한 역량개발(교육, 경험, 경력 등) 노력을 작성해 주십시오. 그리고, 최근 한국전력공사의 이슈 1가지에 대해 본인의 견해와 해당 이슈에 대해 본인이 기여할 수 있는 사항을 연계하여 구체적으로 기술하여 주십시오. 700보기","{'기업성': ['신재생에너지 건설에 대한 노력', '정부 지원과 인센티브 부족 문제', 'ESG경영과의 일치', '지속 가능한 사회 구축'], '태도': ['강점과 역량 발휘 의지', '상대방 공감 중심의 멘토링 태도', '조직문화와 환경 개선 의지', '임직원 역량 극대화 추구'], '핵심경험': ['다수의 멘토링 활동', '상대방에게 위로가 되는 조언 제공', '교육훈련 관련 경험']}"
94,한국전력공사,수도권4년,경영학과 마케팅경영전공,2020년 하반기,신입,기획/경영,3.57,"{'토익': 910, '토스': 'Level6'}",3.0,1.0,1.0,1.0,"Q1.한국전력공사의 4가지 인재상 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 가치관과 연계하여 교육사항, 경험/경력 등 구체적인 사례를 들어 기술하여 주십시오.보기","{'기업성': ['한국전력공사의 통섭형 인재', '도전적 인재'], '태도': ['팀워크 중시', '진심 어린 소통', '팀원 부담감 고려', '협업을 통한 목표 달성'], '핵심경험': ['보드게임 기업의 펀딩 프로젝트', '팀원 간의 협업 성공', '일대일 소통을 통한 문제 해결', '업무 재배분을 통한 팀원 지원', '펀딩률 100% 초과 달성']}","Q2.한국전력공사에 지원하게 된 동기, 희망 직무를 선택한 이유 그리고 입사 후 포부를 본인의 교육사항 , 경험/경력 등과 연계하여 구체적으로 기술하여 주십시오.보기","{'기업성': ['전기와 관련된 공공의 가치 증진', '효율적인 전력 정책 수립', '전력거래 분석 및 국민에게 유익한 정책 제공'], '태도': ['나눔의 진정한 가치 인식', '전기 걱정 없는 환경 조성 의지', '공공 이익 증대에 기여하고자 하는 열망'], '핵심경험': ['저소득층 중학생 대상 교육봉사', '경영학 전공을 통한 국내외 사업 환경 분석 프로젝트 수행', '이벤트 사업 운영 경험', '신사업 발굴 프로젝트를 통한 해외 사업 환경 분석', '빅데이터 전문가 양성 과정 이수 및 ADsP 자격증 취득']}"
95,한국전력공사,고졸,자격증 4개,2020년 하반기,신입,개발,0.0,{},0.0,0.0,0.0,3.0,"Q1.우리공사 및 지원한 직무에 관심이 생긴 계기를 기술하고, 우리공사에서 근무하면서 어떤 부분을 성취하고 싶은지 기술해 주세요.보기","{'기업성': ['전력 공급의 안정성 중요성 인식', '배전지능화 통신망(DAS) 유지보수 필요성', '지능형 원격검침 시스템(AMI) 고도화 의지'], '태도': ['안정적인 전력 공급에 대한 책임감', '협업을 통한 프로젝트 개발 경험', '조직 기여를 위한 노력 의지'], '핵심경험': ['정전 경험을 통한 전력 공급 중요성 인식', '열화상 카메라와의 소켓 통신 구현 경험', '제6회 대한민국 SW 융합 해커톤 대회 참여 및 API 서버 개발', '웹 서버 구축 경험']}",Q2.지원 분야와 관련된 우리공사의 주요 사업 중 본인이 어떤 부분에 기여하고 싶은지 기술해 주십시오.보기,"{'기업성': ['스마트 그리드의 양방향 정보 서비스 중요성 인식', '전기 공급자와 전기 사용자 간의 전력 사용 정보 교환 필요성 강조', '분산 서버의 필요성 인식'], '태도': ['일관된 통신규칙 설정을 통한 접근성 향상 의지', '서버 부하 분산 처리로 성능 개선 의지', '소비자 중심의 전력시장 생태계 조성 기여 의지'], '핵심경험': ['교내 소프트웨어 개발 경진대회에서 중앙 서버 구축 경험', '기숙사 노트북 대여 시스템 구축 및 서버 성능 개선 경험', '전력 설비 정보 처리 방식 문서화 및 서버 중단 방지 의지']}"
96,한국전력공사,지방4년,전자공학,2020년 상반기,신입,엔지니어링,3.5,{'토익': 860},0.0,0.0,0.0,0.0,"Q1.한국전력공사의 4가지 인재상(기업가형 인재, 통섭형 인재, 도전적 인재, 가치창조적 인재) 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 교육, 경험, 경력사항 등 구체적인 사례를 들어 기술하여 주십시오.보기","{'기업성': ['기업가형 인재', '도전적 인재', '한국전력공사의 인재상'], '태도': ['조직 운영에 최선을 다함', '도전정신을 키우기 위한 노력', '조직의 이익을 위해 노력함', '학생들을 위한 봉사'], '핵심경험': ['동아리 회장 활동', '각종 행사 참여 및 회원 관리', '학과 학생회 임원 활동', '행사 기획 및 진행', '학과 실험실 연구보조원 활동', '교수님과 대학원생 선배 보조']}","Q2.최근 한국전력공사 또는 한국전력공사의 사업과 관련된 주요 이슈에 대해 한 가지를 언급하고, 그것에 대한 본인의 견해(문제의 원인, 개선방안 등 포함)를 기술하여 주십시오보기","{'기업성': ['빅데이터 활용한 전력 설비 유지보수', '고장률 및 비용 절감', '우수한 ICT 및 통신 기술', '미비한 센서 기술'], '태도': ['센서 개발의 중요성 인식', '협업 필요성 강조', '안전성 확보 의지'], '핵심경험': ['각종 상태 및 고장 유무 점검을 위한 센서 개발', '빅데이터 활용 기술에 필요한 센서, 모듈, 소프트웨어 개발', '현장 작업자와의 협업을 통한 설비 고장률 절감']}"
97,한국전력공사,서울4년,경제학과,2020년 상반기,신입,기획/경영,4.06,"{'토익': 970, '토스': 'Level6'}",2.0,0.0,2.0,0.0,"Q1.한국전력공사의 4가지 인재상(통섭형 인재, 기업가형 인재, 가치창조형 인재, 도전적 인재) 중 본인과 가장 부합된다고 생각하는 인재상을 두 가지 선택하여 그렇게 생각하는 이유를 본인의 교육, 경험, 경력사항 등 구체적인 사례를 들어 기술하여 주십시오.보기","{'기업성': ['기업가형 인재', '도전적 인재', '한국전력공사의 가치'], '태도': ['능동적인 자세', '책임 있는 동료', '새로운 도전을 두려워하지 않음'], '핵심경험': ['공익재단 인턴 근무', '지출 내역 정리 업무 자청', '야근 경험', '한국 야담 콘텐츠 개발 프로젝트', '미완의 야담 선택 및 창작']}","Q2.한국전력공사에 지원하게 된 동기, 희망 직무를 선택한 이유 그리고 입사 후 어떤 업무를 하고 싶은지를 본인의 교육, 경험, 경력사항 등과 연계하여 구체적으로 기술하여 주십시오.보기","{'기업성': ['전기로 국민의 일상과 삶을 지켜온 한국전력공사', '차세대 SCADA 시스템 운영', '송배전사업 및 전기 수요관리 사업을 통한 전력 공급 효율 향상', '스마트 에너지시티사업 이끌기', '스마트한전, 파워 플래너 등의 어플리케이션 출시'], '태도': ['대한민국의 새로운 에너지의 미래를 그리려는 의지', '고객의 요청에 적극적으로 귀 기울이는 자세', '니즈를 파악하고 적절히 대응하는 법 습득'], '핵심경험': ['마을기업 경영지원 부서에서 인턴으로 근무', '식품분야 마을기업 지원 업무 보조', '마을기업 홍보 및 운영을 위한 교육 제공', '위생설비 설치 및 컨설팅 주선', '마을기업 경영환경 분석 및 대응 경험']}"
98,LG전자,수도권4년,컴퓨터공학과,2023년 하반기,신입,개발,3.83,"{'토익': 945, '오픽': 'IM1'}",3.0,3.0,0.0,1.0,"Q1.""LG전자""에 대한 지원 동기에 대하여 구체적으로 기술하여 주십시오.보기","{'기업성': ['실생활에 밀접한 가전 개발', '개인화된 디자인 및 다양한 편의 기능 제공', '스마트홈 서비스 제공', '혁신적인 제품 출시', '고부가가치 시장 개척'], '태도': ['좋은 동료와의 협력 중시', '사용자에게 도움을 주는 개발 지향', '고객 니즈 충족을 위한 노력', '편리한 삶 경험을 위한 기술 개발 의지'], '핵심경험': ['스타일러 출시로 의류 관리 용이화', '틔운과 홈 브루를 통한 특별한 경험 제공', '세계 최초 세탁건조기 공개']}",Q2.본인이 지원한 직무관련 향후 계획에 대하여 -본인이 지원한 직무와 관련된 본인의 향후 미래 계획에 대해 구체적으로 기술해 주시기 바랍니다.보기,"{'기업성': ['스마트가전 분야의 큰 관심사항', 'LG전자의 ThinQ 서비스', 'HCA 표준화 이끌기', 'Matter 개발 및 표준 제정 참여', '가전 라인업의 표준 연동 예정'], '태도': ['타 플랫폼 사용자들의 LG전자 가전 사용 만족 추구', 'LG전자 제품 우선 고려 유도', 'LG ThinQ 기능 제공 참여', '고객의 LG전자에 대한 낙인 효과 및 충성심 이끌기', '동료와의 나눔을 통한 개발 기여'], '핵심경험': ['H&A 사업부 입사 후 ThinQ 표준화 참여', '알고리즘 학습 지속', '제품 개발 최적화 기여']}"
99,LG전자,서울4년,경영학과,2023년 상반기,신입,인사/총무,3.5,{'토스': 'IH'},4.0,0.0,1.0,1.0,Q1.HR에 대한 관심 및 보유 역량보기,"{'기업성': ['인사직무의 전문성', '이론과 실무의 융합', 'HRM 전문가 자격증 활용', '바이오 장비 양산 리더급 인력 채용'], '태도': ['고객의 만족을 만드는 인사담당자', '의사소통 능력으로 문제 해결', '구성원의 문의 응대', '원활한 소통을 통한 조직 기여'], '핵심경험': ['씨젠 인재 확보팀에서 채용 업무 지원', '직급체계를 활용한 채용 품의 작성', '근로계약서 검토', '처우 산정표 수정', '엑셀 스킬을 이용한 Direct Sourcing 및 LongList 작업', 'SK 바이오사이언스에서 면접 소요시간 단축', '면접 진행 시간 변경 제안 및 조율']}",,"{'기업성': [], '태도': [], '핵심경험': []}"
100,LG전자,대학원,인공지능융합학과,2023년 상반기,신입,개발,4.13,{'오픽': 'IH'},0.0,3.0,0.0,1.0,"Q1.전공 수강 이력(※ 본인이 지원한 직무와 관련 있는 전공 혹은 교양 수강과목을 4~5개 나열하고 선정 사유 및 직무연관성을 간단히 기재하세요. (①과목명, ②학점, ③선정사유와 연관성을 반드시 포함할 것)보기","{'기업성': ['인공지능 분야의 기초 지식 습득', '음성 인공지능 및 이미지 인공지능에 대한 이해', '다양한 인공지능 분야의 지식 활용'], '태도': ['기계 학습 기법의 실제 문제 적용 의지', '팀 프로젝트를 통한 협업 경험', '연구에 필요한 지식 습득 의지'], '핵심경험': ['기계 학습, CNN 이론 및 응용, 머신러닝 이론 및 응용, 텍스트 마이닝과 자연어 처리 수업 수강', '팀 프로젝트를 통한 기계 학습 기법 적용', '음성 인공지능 연구를 위한 텍스트 처리 방법 습득']}","Q2.프로젝트 경험(※ 최선을 다해 참여했던 학교 수업의 팀플레이 과제, 경진대회, 공모전 등 가장 기억에 남고 많은 것을 배운 프로젝트에 대해 기술하세요. 프로젝트 제목/기간/참여 인원/본인의 역할/내용과 결과/본인의 역할을 반드시 포함해주시고, 최초 프로젝트 목표, 목표 대비 달성 수준과 본인이 배우고 느낀 점을 포함하면 좋습니다.)보기","{'기업성': ['인공지능 활용', '정확도 98퍼센트 목표', '현장 적용 가능성'], '태도': ['성능 개선을 위한 다양한 시도', '데이터 비율과 품질의 중요성 인식', '아쉬움을 통한 성장 의지'], '핵심경험': ['FPCB 불량 검사 프로젝트 참여', '데이터 가공 및 전처리', 'U-net 모델을 이용한 불량 검출', '데이터 증강 및 히스토그램 평준화 수행']}"
101,LG전자,서울4년,전자전기공학부,2022년 하반기,신입,엔지니어링,3.95,{'오픽': 'IM1'},0.0,0.0,0.0,1.0,Q1.My Competence 본인이 지원한 직무관련 지원동기와 역량에 대하여보기,"{'기업성': ['안정성과 고객의 신뢰 중시', 'VS 사업부에서 최고의 제품을 위한 회로 설계 지향'], '태도': ['포기하지 않으면 해낼 수 있다는 신념', '새로운 시도와 노력에 대한 긍정적 평가 수용'], '핵심경험': ['교내 전자회로 강의를 통한 BJT, MOSFET 소자 학습', '아날로그 회로 설계 경험', '2GHz 의사 차동 링 발진기 설계 및 layout 진행', 'PSPICE를 통한 회로 schematic 작성', 'CMOS DC transfer 특성 측정 및 MOSFET p:n 비율 설정', '교차결합 인버터 사이즈 조절 및 커패시터 추가를 통한 회로 설계', 'Multi-Finger 적용 및 metal line 최적화를 통한 layout 개선', 'A+ 성적 획득']}",Q2.My Future 본인이 지원한 직무관련 향후 계획에 대하여보기,"{'기업성': ['VS 사업부 HW 설계 직무의 협력 필요성', '부품 원가 절감을 위한 구매 부서와의 공동 수행', 'ADAS와 같은 자율주행 시스템의 중요성', '전장부품의 신뢰성과 고객과의 약속'], '태도': ['팀원 및 다른 부서원과의 친밀도 증진 의지', '소통 능력과 협업 능력 향상 의지', '최고의 제품을 위한 노력', '객관적인 이해와 문제 인식의 중요성 인식'], '핵심경험': ['학부 시절 회로설계, 전력전자 수강', '입사 후 다양한 프로젝트 참여', '설계 역량 강화 노력', 'power 소모 감소 및 효율 향상 목표']}"
102,LG전자,서울4년,신소재공학과,2022년 상반기,신입,엔지니어링,3.66,"{'토익': 940, '오픽': 'IH'}",0.0,0.0,0.0,0.0,Q1.본인이 지원한 직무관련 지원동기와 역량에 대하여 (해당직무의 지원동기 및 본인의 직무역량 관련한 장점과 보완점을 사례를 통하여 구체적으로 기술해주시기 바랍니다.)보기,"{'기업성': ['LG 그룹 안의 다양한 팀들과 협력', '소재/생산기술원의 비전', '전 계열사에 기술 경쟁력 제공'], '태도': ['함께일 때 빛나는 가치관', '자부심으로 고군분투한 연구자', '전문분야와 새로운 배움의 영역 구분하지 않음'], '핵심경험': ['2년 동안 철강 재료 연구', 'SCI 논문 1저자 작성 중인 아연 도금된 중망간강 연구', '금속 분야 상위 저널 Scripta materialia에 2저자로 논문 게재', '4 단자 저항 측정법 설계 및 제벡 효과에 의한 저항 변화 측정']}",Q2.본인이 지원한 직무관련 향후 계획에 대하여 (본인이 지원한 직무와 관련된 본인의 향후 미래 계획에 대해 구체적으로 기술해주시기 바랍니다.)보기,"{'기업성': ['미래 산업 선도 목표', '신시장 창출 목표', 'AI 기반 초임계 소재 개발 연구 주제', '소재/생산기술원과 사업부 간의 소통 중요성'], '태도': ['사업부의 필요 파악', '설득력 있는 연구 계획 제시', '지식재산권에 대한 이해', '기술전문성 확보'], '핵심경험': ['5년간 200억 원 연구비 수주 경험', '변리사 시험 준비 경험', 'LG전자 특허 포트폴리오 분석 경험', '인하우스 변리사와의 소통 경험']}"
103,LG전자,서울4년,경영학부,2020년 하반기,신입,영업/제휴,3.5,{'토스': 'Level6'},14.0,11.0,0.0,0.0,Q1.본인이 지원한 직무관련 지원동기와 역량에 대하여보기,"{'기업성': ['고객의 불만을 효과적으로 처리하는 능력', '판매와 연계된 차별화 서비스 제공', 'LG전자의 이미지 제고'], '태도': ['문제 해결 경험 지향', '협력적인 마음가짐', '끈기와 협력적인 성격'], '핵심경험': ['CS경영센터에서 고객 불만 처리 및 차별화 서비스 제공', 'OO자동차 신사업기획팀에서 해외 영업점 고객 만족도 향상 위한 서비스 협력사 네트워킹 구성', '고객 접점에서 본사 차원의 방향성 전파를 위한 커뮤니티 운영', '해외 고객 정비 현장 품질정보 수집 및 피드백 제공']}",Q2.본인이 지원한 직무관련 향후 계획에 대하여보기,"{'기업성': ['CS경영센터에서 고객불만 이슈 해결', 'LG전자 고객 수요 파악', '마켓 트렌드 분석을 통한 상품 및 품질 개선'], '태도': ['1억 명에게 부가가치 제공 목표', '인적 네트워크 전문 지식 활용', '유기적인 협력을 통한 최적화된 CS 비즈니스 생태계 조성'], '핵심경험': ['품질경영기사 자격증 습득', '퀀트 베이스 스킬 및 컴퓨터 활용 스킬 향상', 'LG전자 CS경영 전문가로서 성장']}"
104,LG전자,서울4년,전기전자공학부,2021년 하반기,신입,연구개발,4.15,"{'토익': 965, '오픽': 'IH'}",0.0,0.0,1.0,0.0,Q1.LG전자 채용 계약학과에 입학 후의 연구 계획서보기,"{'기업성': ['전력전자 분야에 대한 흥미', '모터 드라이브 분야에 대한 관심', 'LG전자의 필요에 맞는 전공과목 수강 및 연구 방향 설정'], '태도': ['최고의 열정을 가지고 임할 자신', '협업을 통한 과제 수행 의지', '연구실 구성원과의 협력'], '핵심경험': ['PMSM 제어에 대한 학습 및 C 기반 제어기 설계', '모터 제어 전반에 대한 학습 및 제어기 제작', 'MTPA 및 약자속제어 구현', '우수 논문 작성', '기업체 인턴 생활 및 개인 프로젝트 수행']}",,"{'기업성': [], '태도': [], '핵심경험': []}"
105,LG전자,서울4년,영어영문학과,2021년 하반기,신입,영업/제휴,4.11,"{'토익': 950, '오픽': 'IH'}",3.0,2.0,0.0,0.0,"Q1.My Competence 본인이 지원한 직무관련 지원동기와 역량에 대하여 Guide> 해당 직무의 지원동기를 포함하여, 직무관련 본인이 보유한 강점과 보완점을 사례를 통하여 구체적으로 기술해주시기 바랍니다.보기","{'기업성': ['신뢰의 중요성 강조', '원활한 의사소통 필요', '협업을 통한 성과 창출'], '태도': ['신뢰를 기반으로 한 관계 구축', '동료에 대한 적극적인 도움 제공', '조직 내 신뢰의 중요성 인식'], '핵심경험': ['외국인 장학 프로그램 운영', '기업 맞춤 교육 프로그램 개발', '해외 파트너와의 협업', '3자 미팅 진행 및 의사소통 문제 해결']}",Q2.My Future 본인이 지원한 직무관련 향후 계획에 대하여 Guide> 본인이 지원한 직무와 관련된 본인의 향후 미래 계획에 대해 구체적으로 기술해주시기 바랍니다.보기,"{'기업성': ['LG전자의 가치와 조직', '협업의 중요성'], '태도': ['책임감', '신뢰 구축', '성취감 추구', '일관된 사람 대하는 태도'], '핵심경험': ['협업을 통한 가치 창출', '데이터 준비 및 설득']}"
106,LG전자,서울4년,기계공학부,2020년 하반기,신입,엔지니어링,3.8,"{'토익': 870, '오픽': 'IH'}",2.0,0.0,0.0,0.0,Q1.본인이 지원한 직무관련 지원동기와 역량에 대하여 (500~1000자)보기,"{'기업성': ['LG전자 H&A 사업부의 가전제품 설계에 기여하고자 하는 의지', '열교환기 설계 경험을 통한 기술적 기여 가능성'], '태도': ['조직을 이끄는 소통 능력', '우선순위를 설정하여 최적의 결과를 도출하는 중요성 인식'], '핵심경험': ['기계공학 전공 및 열전달, 냉동, 공기조화 수강', 'NX, CREO, MATLAB 프로그램 활용 경험', '열교환기 설계 프로젝트 진행 경험', '봉사 동아리 임원직 경험']}",Q2.본인이 지원한 직무관련 향후 계획에 대하여 (500자)보기,"{'기업성': ['고객의 요구 변화에 빠르게 대응', '신제품 출시: 공기청정기, 스타일러, 홈브루', '다양한 브랜드와의 협업', 'LG 시그니처 브랜딩', '특허 시장에서의 압도적인 역량', '리니어 컴프레서, 스팀 기술 활용'], '태도': ['조직에 빠르게 융화', '다른 분야와의 협업 시 적극적인 피드백', '끈기로 끝까지 포기하지 않음', '조직 기여 의지'], '핵심경험': ['봉사, 운동 동아리에서의 경험', '수영 선수 생활']}"
107,LG전자,대학원,반도체&디스플레이과학경영학과,2020년 하반기,신입,엔지니어링,3.95,{'토익': 760},2.0,0.0,1.0,0.0,Q1.본인이 지원한 직무관련 지원동기와 역량에 대하여보기,"{'기업성': ['플랜트 기술 전문가 지향', '이론과 실습의 숙달 필요성 인식'], '태도': ['전문성 향상을 위한 지속적인 학습 의지', '협업을 통한 프로젝트 수행 경험'], '핵심경험': ['공조냉동기계기사, 산업안전기사, 가스기사 국가기술자격증 취득', '플랜트 전문인력양성과정 기계/배관 직업훈련 이수', '발전설비 종합기술 및 제어 유지보수 직업훈련 이수', 'OOOO연구원 위촉연구원으로 시스템 설계 경험', '자동문 제어시스템 및 그 제어방법 특허 등록', '휴지걸이 특허 등록']}",Q2.석사과정 진학하고자 하는 연구실명(지도교수명 포함)과 연구하고자 하는 분야에 대하여보기,"{'기업성': ['Renewable Energy System 연구주제에 대한 관심', 'Next Generation HVAC System 연구주제에 대한 관심', 'Green Energy Technology 연구주제에 대한 관심'], '태도': ['더 깊은 연구를 하고자 하는 의지', 'HVAC에 대한 이해를 바탕으로 연구에 기여하고자 하는 태도'], '핵심경험': ['OOOO연구원 신에너지연구실에서 근무', 'Green Energy, Renewable Energy 관련 프로젝트 수행 이력', '공조냉동기계기사 국가기술자격증 취득']}"
108,LG전자,해외대학,Supply Chain & Information Systems,2020년 하반기,신입,영업/제휴,3.93,{},0.0,1.0,0.0,0.0,"Q1.해당 직무의 지원동기를 포함하여, 직무관련 본인이 보유한 강점과 보완점을 사례를 통하여 구체적으로 기술해주시기 바랍니다. 1000자보기","{'기업성': ['고객의 새로운 시작을 함께하는 LG전자', '최고의 경험 제공', '전자제품과 고객의 새로운 시작 연관성'], '태도': ['전략적 사고', '포기하지 않는 끈기', '협업을 통한 문제 해결 의지'], '핵심경험': ['리더십 프로그램 디렉터 역할 수행', '동아리 네트워크 형성 전략 수립', '교내 축구대회 기획 및 성공적 개최', '엑셀과 R 활용한 인사이트 도출 경험', 'SQL과 파이썬 학습을 통한 빅데이터 역량 강화']}",,"{'기업성': [], '태도': [], '핵심경험': []}"
